combination_id,timestamp,use_ema,use_macd,use_rsi,use_bollinger,use_atr,prediction_horizon,learning_rate,num_leaves,max_depth,n_estimators,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,train_rmse,train_mae,train_r2,train_direction_acc,val_rmse,val_mae,val_r2,val_direction_acc,test_rmse,test_mae,test_r2,test_direction_acc,combined_score
58,2025-12-13T15:15:49.924959,True,True,False,False,True,10,0.01,50,4,800,30,0.7,0.7,0.1,0.5,0.005236222110867993,0.0029112153191866996,0.0022187180583399524,0.5472088215024121,0.003463056073080101,0.0024125645397283873,-0.004811707997530723,0.5616759449164958,0.003790705015127431,0.0024334333007477813,-0.0007909787182416306,0.5616759449164958,0.44211476009863165
59,2025-12-13T15:15:50.424421,True,True,True,False,False,6,0.05,50,8,800,20,0.9,0.7,0.1,0.5,0.003984449232299798,0.002188411038856072,0.009791836787679364,0.5492640150328845,0.002672540935023253,0.0018075695885921897,-0.002648875003052664,0.5510681884694176,0.0029420928178215183,0.0018590719690265221,-0.00047269646845471414,0.546678372841674,0.45626371997614756
60,2025-12-13T15:15:50.799531,True,True,True,False,False,6,0.05,31,4,800,10,0.9,0.7,0.1,0.3,0.00398813750131907,0.0021920553969638924,0.007957784342615737,0.5413717507046665,0.002673268920562072,0.0018080909979915768,-0.003195181541690628,0.5484342990927714,0.0029417864191376665,0.0018587821109608983,-0.00026432265144005207,0.5481416447175885,0.45480014170154914
61,2025-12-13T15:15:51.344515,True,True,True,True,True,16,0.03,70,6,300,30,0.9,0.7,0.5,0.5,0.006714734307719868,0.0038214632370902678,0.008271978987324125,0.5506110937010341,0.004343338813063903,0.0031448640228382576,-0.007576512843580074,0.5741121221015556,0.00468661060196302,0.0030881357365870306,-0.0007519999777061415,0.5793953624889933,0.42529124811296976
62,2025-12-13T15:15:51.852355,True,True,True,True,True,16,0.01,50,6,300,10,0.8,0.9,0.3,0.1,0.006729637062986553,0.0038255270665796116,0.0038649897661495736,0.5479786900658101,0.00434273947196864,0.003143970408479893,-0.007298459313032746,0.5741121221015556,0.004686457263891783,0.0030877326506129964,-0.0006865151810686587,0.5793953624889933,0.4252910947748985
63,2025-12-13T15:15:52.319178,True,True,True,True,True,6,0.03,70,6,500,10,0.7,0.7,0.3,0.5,0.003988498865999295,0.002191123301267093,0.007777998535714037,0.5444409646100845,0.0026720645577867352,0.001806877739902428,-0.002291464925839204,0.5522388059701493,0.002942476118986771,0.0018589196884460678,-0.0007334002290046993,0.5469710272168569,0.4559714489021299
64,2025-12-13T15:15:52.721007,False,False,True,True,True,6,0.03,31,8,800,10,0.7,0.8,0.5,0.5,0.0039997947218167644,0.0021939965319928956,0.0021498822103389603,0.5391168180394613,0.0026730470768493463,0.0018077766374986581,-0.0030286862762238798,0.5522388059701493,0.002942832721517891,0.0018591587652101293,-0.0009759753075968547,0.5469710272168569,0.45597180550466104
65,2025-12-13T15:15:53.209395,False,False,True,True,True,10,0.05,70,6,500,30,0.9,0.8,0.5,0.1,0.005197958142165999,0.0029004654804374494,0.01674811469202009,0.5551657164338074,0.0034627813381884957,0.002413201982330817,-0.004652284713797528,0.5616759449164958,0.003788678637680351,0.0024335055216489682,0.0002787105437807025,0.5616759449164958,0.4421127337211846
66,2025-12-13T15:15:53.631122,False,False,True,True,True,10,0.03,50,4,800,10,0.9,0.7,0.5,0.1,0.005228527199216819,0.0029095764696654,0.005149150400419189,0.5472088215024121,0.0034627111857315138,0.0024122445507137485,-0.004611578642355507,0.5616759449164958,0.0037898872080847448,0.0024325532160662023,-0.0003592038263804387,0.5616759449164958,0.442113942291589
67,2025-12-13T15:15:54.222601,True,True,True,False,False,10,0.01,70,4,300,10,0.8,0.7,0.3,0.3,0.005237790445972808,0.0029116706452750386,0.0016209245620771862,0.5472088215024121,0.0034624629618437964,0.002411819159240247,-0.004467552969783739,0.5616759449164958,0.0037900408993898423,0.002432324818799815,-0.0004403406099318108,0.5616759449164958,0.4421140959828941
68,2025-12-13T15:15:54.700510,True,True,True,False,False,6,0.01,31,8,300,20,0.7,0.9,0.1,0.5,0.003991956539049258,0.0021910242151030835,0.00605691675568043,0.5463200751644222,0.0026725785446612385,0.0018077880574049997,-0.0026770949835628333,0.5522388059701493,0.002941967606870268,0.0018595779673677456,-0.0003875411180775945,0.5469710272168569,0.4559709403900134
69,2025-12-13T15:15:55.197263,True,False,True,True,True,6,0.03,70,4,300,20,0.9,0.9,0.1,0.1,0.003992807966114789,0.0021926864859997124,0.005632883937175093,0.541684935797056,0.0026724433115994407,0.001807226789382996,-0.002575626188006108,0.5522388059701493,0.002941601329792529,0.001858365618741805,-0.00013845869133954913,0.5469710272168569,0.4559705741129357
70,2025-12-13T15:15:55.594677,True,False,False,True,True,10,0.05,70,4,800,20,0.8,0.7,0.3,0.3,0.005217394113057244,0.0029073693771908635,0.009381305274109963,0.5529728713739741,0.0034627683043462194,0.0024124823398117405,-0.00464472174432351,0.5616759449164958,0.0037898862754396673,0.0024331775612802717,-0.00035871147401134174,0.5616759449164958,0.44211394135894394
71,2025-12-13T15:15:56.075911,True,True,True,True,True,10,0.01,31,8,500,30,0.7,0.7,0.1,0.1,0.005234184232427005,0.0029104138333774076,0.002995217313137122,0.5472088215024121,0.0034623643452364136,0.00241177759371912,-0.004410336027545814,0.5616759449164958,0.0037901078613900704,0.002432159667541135,-0.00047569224855203984,0.5616759449164958,0.4421141629448943
72,2025-12-13T15:15:56.557130,True,True,True,False,False,6,0.01,31,6,800,10,0.8,0.8,0.5,0.1,0.004000907169080095,0.002194062543368616,0.0015947487209074795,0.5391168180394613,0.0026727911196728,0.001807537242045526,-0.0028366057842088566,0.5522388059701493,0.0029420454485449875,0.0018588349276522928,-0.00044048043093347644,0.5469710272168569,0.4559710182316881
